"ï»¿Client ID",Name,Age,"Location ID","Joined Bank","Banking Contact",Nationality,Occupation,"Fee Structure","Loyalty Classification","Estimated Income","Superannuation Savings","Amount of Credit Cards","Credit Card Balance","Bank Loans","Bank Deposits","Checking Accounts","Saving Accounts","Foreign Currency Account","Business Lending","Properties Owned","Risk Weighting",BRId,GenderId,IAId
IND32547,"Wayne Hart",17,29676,30-05-2021,"Adam Hernandez",Asian,"Help Desk Technician",High,Jade,123939.66,43769.35,1,1731.52,1876810.69,3498983.55,941105.92,986230.74,94340.84,2627767.21,1,5,3,2,3
IND78611,"Peter Porter",40,10300,02-06-2012,"Roger Alexander",Asian,"Chief Design Engineer",Mid,Platinum,52433.52,15258.24,1,1205.98,184632.03,46784.32,55657.21,26755.79,1485.82,279016.73,1,1,3,2,4
IND15955,"Susan Dunn",20,2035,08-12-2011,"Jason Duncan",Asian,"Programmer Analyst IV",Mid,Jade,175521.36,9585.66,2,3226.24,214473.24,1065362.14,532681.07,288300.04,23692.05,1671865.9,2,4,3,2,5
IND15581,"Jonathan Hunter",35,28131,26-09-2010,"Douglas Tucker",Australian,"Financial Advisor",Mid,Silver,352957.97,64102.72,1,4321.77,882153.62,469038.88,161013.35,98288.15,18318.87,2186957.29,2,4,3,2,6
IND29679,"Lawrence Harrison",33,19132,29-09-2013,"Gregory Simmons",American,"Software Engineer III",High,Gold,274096.63,11739.91,2,4556.65,290026.74,484808.7,239256.24,249833.89,59326.17,480522.54,3,4,3,1,7
IND30445,"Beverly Carter",37,9034,09-10-2004,"James Castillo",Australian,"Junior Executive",High,Silver,271874.74,22229.62,1,5568.79,999814.28,941401.35,460468.05,365816.29,33233.14,433363.69,3,2,4,1,8
IND90272,"Betty Meyer",45,28631,24-04-2009,"Dennis Ruiz",Asian,"Database Administrator III",High,Gold,175522.51,63412.96,1,4634.56,938338.98,1065811.13,317475.66,955148.19,66724.53,250774.57,3,4,4,1,9
IND25035,"Carlos King",65,20905,20-10-2021,"Victor Ramos",Asian,"Research Associate",Mid,Jade,268391.4,42700.95,3,4490.67,1176709.84,1827640.07,609213.36,649827.58,23319.15,1900317.77,1,5,1,2,10
IND25593,"Anna Reed",56,7445,17-02-2015,"Phillip Peters",American,"Systems Administrator IV",Mid,Gold,147925.26,70885.8,2,4771.44,1070645.76,699992.06,533743.95,208160.14,32094,1732155.84,1,4,2,2,11
IND79190,"Annie James",63,24920,14-09-2000,"James Castillo",Asian,"Research Assistant I",High,Jade,60986.65,24094.8,1,2322.57,668879.54,1073972.86,772506.79,181444.89,33764.54,310784.09,2,2,3,1,12
IND31341,"Joseph Kennedy",45,5971,02-10-2000,"Frank Brown",Asian,"Budget/Accounting Analyst III",Low,Gold,204585.56,53799.56,3,43.68,350035.96,359180.23,216492.19,181853.44,27853,226370.31,0,2,4,2,13
IND49233,"Kenneth Perkins",48,24729,04-08-2005,"Raymond Alexander",American,"Computer Systems Analyst I",High,Jade,294392.38,29599.72,1,125.19,533201.82,243942.32,197677.39,180559.37,28223.1,1004235.85,3,3,1,2,14
IND82834,"Brandon George",37,25799,02-12-2020,"Roy Rice",European,"Analog Circuit Design manager",High,Jade,165050.63,13828.65,1,6542.43,243394.58,2069961.1,680725.46,786446.29,79502.08,1209823.83,1,4,1,1,15
IND64549,"Roger Hunter",77,21326,12-09-2013,"Joshua Bennett",European,"Human Resources Manager",Low,Gold,295482.46,53716.96,1,2226.59,274761.43,116494.45,124010.22,60689.85,175.14,564437.39,3,4,1,2,16
IND63160,"Clarence Baker",84,3296,11-03-2002,"Shawn Wallace",Australian,"Web Designer IV",Mid,Jade,93650.66,8067.48,1,7483.6,1489763.76,385805.43,246662.49,64701.47,23952.58,1116161.14,1,2,2,2,17
IND99412,"Robert Lane",55,40601,09-03-1996,"Donald Reynolds",European,"Database Administrator III",High,Jade,77959.98,5382.4,2,2690.25,671360.68,2253058.98,952635.68,699355.56,60745.48,2207401.86,0,2,2,2,18
IND41977,"Billy Gutierrez",75,8858,26-11-2017,"Chris Armstrong",Australian,"Human Resources Assistant III",Mid,Silver,116049.97,43763.58,2,646.38,278395.58,170837.1,66057.01,121294.34,5379.89,974568.11,1,2,3,2,19
IND54849,"Kevin Harris",79,34339,03-08-2020,"Paul Holmes",Asian,"Engineer I",Mid,Jade,116714.92,13955.7,1,2723.74,516023.37,880569.59,352227.83,185658.16,65938.32,2117997.04,1,2,3,2,20
IND73662,"Clarence Moreno",23,1792,31-10-2020,"Paul Holmes",Asian,"Computer Systems Analyst I",Low,Silver,357836.92,44869.68,1,10100.38,1483140.86,203097.34,88056.19,55589.02,40711.41,857606.35,0,2,3,2,21
IND58104,"Douglas West",76,30088,05-11-2003,"Dennis Ruiz",European,"Speech Pathologist",Low,Platinum,355665.19,33963.75,1,5924.1,985822.43,1218185.05,435066.09,719102.09,69306.83,1015033.53,1,3,3,2,22
IND42259,"Jeremy Sullivan",32,9576,12-01-2009,"Samuel Fowler",European,"Database Administrator III",High,Gold,311721.03,14891.4,1,5528.02,1453594.9,859353.81,479255.01,260285.05,71447.69,1468403.35,0,4,3,1,1
IND96983,"Roger Williams",22,5388,25-01-2013,"Shawn Wallace",Asian,"Project Manager",Low,Jade,57955.11,14284.58,1,2026.86,569742.42,1100932.88,260961.87,682089.08,33544.56,230177.46,3,1,3,1,2
IND15092,"Eric Mendoza",77,6407,16-12-2001,"Dennis Ruiz",American,Editor,Mid,Silver,210595.73,28588.56,1,8276.84,784128.83,2080505.71,703269.54,396175.17,30445.03,299258.01,1,4,3,2,3
IND52181,"Nicholas Mitchell",73,13585,29-11-2016,"George Lewis",Asian,"Food Chemist",High,Jade,439388.92,46346.7,1,855.65,1428253.22,1051950.53,400198.57,624309.77,21641.11,1061775.4,1,5,4,2,4
IND14614,"Robert Washington",65,34530,18-08-2018,"Shawn Cook",European,"Staff Accountant II",Mid,Jade,130987.36,41223.7,1,4484.26,529607.93,589706.09,631234.69,101662.01,49008.52,544902.07,2,5,4,1,8
IND75661,"Karen Bradley",78,15030,16-09-2008,"Victor Martinez",Asian,"Database Administrator II",Low,Jade,169936.36,7795.8,1,3232.52,994804.79,638808.87,453108.61,301280.09,41118.41,434504.79,2,2,1,1,9
IND63878,"Lillian Garrett",81,38395,31-03-2003,"Mark Montgomery",Asian,"Media Manager III",High,Silver,440439.33,36666.96,1,3399.18,1250526.42,1169638.99,406295.65,775409.09,53226.45,211540.6,2,4,2,1,10
IND60682,"Ralph Cole",46,5940,07-08-2000,"Bobby Burton",European,"Health Coach III",High,Silver,407606.87,31157.8,1,4901.79,994316.57,302004.93,274549.94,166560.29,49432.85,914353.65,1,4,3,2,11
IND71119,"Bobby Gardner",71,20204,12-06-2002,"Nicholas Simmons",American,"Staff Scientist",Mid,Silver,116733.05,45004.7,2,7012.68,1369673.32,418166.68,226802.27,127576.28,34458.24,401783.75,1,2,4,1,12
IND31796,"Heather Welch",26,7151,18-06-2013,"Joshua Bennett",European,"Account Executive",High,Jade,67276.78,38611.96,1,1563.05,529250.59,135237.78,88680.51,87793.71,29212,614445.39,2,2,1,1,13
IND15290,"Chris Nelson",79,8593,13-11-2017,"Bobby Burton",Asian,"Database Administrator II",Low,Silver,227427.3,24462.81,2,264.77,915680.57,96740.84,55088.54,41222.35,41414.78,418918.39,0,3,1,2,14
IND69222,"Ernest Reynolds",56,6287,25-07-2013,"Frank Brown",Asian,"Accounting Assistant I",High,Silver,51486.64,3271.8,1,649.25,772340.31,412699.06,114638.63,210771.31,17877.91,232139.96,1,1,1,1,15
IND41761,"Jacqueline Watkins",45,36961,18-07-2018,"James Castillo",Asian,"Civil Engineer",High,Jade,145733.44,42675,2,6157.46,1213139.81,801883.53,328390.4,326481.15,12662.21,1490464.24,1,3,2,1,1
IND65488,"Bonnie Simpson",41,1066,07-05-2020,"Jonathan Hawkins",American,"Accountant II",Low,Silver,91981.56,8266.7,2,54.42,0,202898,130434.43,153043.07,11058.87,302676.56,1,1,2,2,2
IND99221,"Alan Kennedy",39,35244,31-10-2021,"Ernest Rivera",European,"Research Assistant II",High,Jade,221101.24,42077.04,2,9935.62,1179223.36,137423.97,25767,75153.74,1963.84,1599843.07,3,2,3,1,3
IND71359,"Wayne Woods",51,42096,06-05-2003,"Jonathan Hawkins",Australian,"Staff Accountant III",High,Silver,56751.75,44945.22,1,5764.83,916908.53,118377.03,76596.9,39853.6,63313.14,1774345.25,0,2,3,1,4
IND82515,"Emily Sullivan",43,26789,11-09-2019,"Patrick Graham",European,"Administrative Officer",Low,Silver,217040.02,46771.27,1,558.29,232807.12,281401.58,151956.85,451930.93,28197.72,996154.25,0,4,3,1,5
IND85958,"Kelly Grant",42,10882,09-04-2000,"Keith Griffin",European,"Developer II",High,Jade,346305.7,22081.79,1,732.08,1568709.34,1118447.01,634170.99,586319.9,492.08,1784867.57,3,4,3,2,6
IND68750,"Virginia Scott",61,35370,03-02-2020,"Joshua Little",European,"Programmer IV",Mid,Gold,81243.91,13675.96,1,3895.87,766963.09,444257.95,390080.15,148663.88,34909.79,656503.02,0,2,3,1,7
IND91822,"Joshua Allen",58,7210,11-08-2018,"Ernest Rivera",European,"Technical Writer",High,Platinum,184460.64,5971.84,2,3397.78,1177332.92,77019.89,31271.23,31433.38,47875.74,1890384.33,2,2,3,2,8
IND80931,"Juan Griffin",25,28963,28-11-2015,"Paul Larson",Asian,Actuary,Mid,Gold,91923.17,1662.84,1,3999.36,328211.76,563246.33,190285.92,207411.66,8284.09,208974.22,2,1,3,2,9
IND20616,"Gerald Harrison",38,19066,28-09-2009,"Stephen Payne",American,"Accountant II",Mid,Jade,342649.03,54620.02,1,1371.63,2012623.19,2603230.63,886206.17,547232.31,56366.58,1928415.9,0,4,4,2,10
IND59654,"Mark Rose",60,20907,12-03-2020,"Jerry Green",Australian,"Database Administrator I",High,Gold,153118.31,7345.65,1,386.7,476536.81,31217.84,20811.89,21988.22,10093.4,375326.96,2,1,4,1,11
IND56699,"Paul Bell",45,31169,12-04-2018,"Donald Reynolds",European,"Statistician IV",High,Jade,124830.45,17836.56,1,843.7,66111.39,357447.81,213315.63,319627.53,25951.12,853225.95,0,2,3,2,12
IND45574,"Janice Foster",55,26217,02-03-2005,"Ernest Rivera",European,"Technical Writer",Low,Jade,80104.87,31921.26,1,7.5,215709.9,38471.76,64119.59,8825.87,14874.69,465264.25,0,1,1,2,13
IND46000,"Ralph Ford",62,4234,05-01-2002,"Roger Alexander",Asian,Recruiter,Mid,Gold,95522.36,25063.35,1,1245.56,270996.64,171005.23,158050.29,79828.35,11632.42,660230.49,3,1,2,2,14
IND72516,"Beverly Stewart",80,15353,27-05-2007,"Shawn Wallace",American,"Media Manager I",High,Jade,35717.95,25180.61,1,4212.42,0,561513.29,197455.22,427984.19,29525.71,914946.67,2,2,3,2,15
IND35302,"Jessica Black",78,35348,31-05-2015,"Joe Hanson",European,"Product Engineer",High,Jade,209541,20205.12,1,988.85,69727.06,349744.28,394711.4,72397.07,3322.37,503201.66,0,2,4,2,16
IND80068,"Ronald Hill",43,18605,23-08-2019,"Donald Reynolds",European,"Geologist III",Mid,Jade,229059.97,35876.79,1,10358.07,664298.72,2093007.37,582862.81,801171.43,47743.3,1631733.39,3,4,1,2,17
IND53480,"Jack Palmer",61,23141,12-06-2002,"Jesse Evans",African,"Project Manager",High,Jade,116813.48,35734.4,1,8294.26,1512494.37,455464.41,233971.44,66291.91,10038.52,1088475.48,1,2,1,2,18
IND88872,"Annie Morrison",72,24630,06-01-2018,"Jeremy Vasquez",Asian,"Programmer Analyst I",High,Gold,255097.36,45422.37,2,1845.77,841410.8,98999.73,27789.4,68500.87,33799.21,1198593.93,2,2,1,2,19
IND66621,"Paul Wallace",81,37219,02-05-2009,"Anthony Berry",European,Professor,Low,Silver,130296.27,7269.84,3,746.46,805317.55,581539.75,143148.25,292022.42,37479.78,856988.5,0,1,2,2,20
IND29174,"Jerry Jackson",49,21473,02-10-2020,"Stephen Payne",American,"Account Coordinator",High,Gold,65006.54,43491.8,1,3575.55,346892.24,262181.5,127118.3,172880.89,34090.78,96305.35,2,2,2,2,21
IND98830,"Kevin Walker",83,43305,05-09-2020,"Jonathan Hawkins",European,"Account Executive",High,Gold,152311.98,14530.06,1,2509.62,342021,244910.01,109895.52,253073.68,26021.55,753600.85,1,1,3,2,22
IND34318,"Nancy Black",40,18785,30-10-2020,"Bruce Butler",European,"Engineer IV",High,Jade,185421.5,32352,1,1106.13,259398.71,92897.5,50830.7,84624.36,4548.42,586872.31,1,2,3,2,1
IND95108,"Henry Little",25,31766,18-07-2006,"Victor Martinez",Asian,"Database Administrator I",Mid,Jade,54339.87,23045.2,3,2819.83,870569.31,982426.14,438956.36,311937.72,28292.75,282071.77,2,1,3,2,2
IND21281,"Patrick Coleman",60,30896,11-05-2008,"Mark Montgomery",European,"Account Representative IV",Mid,Platinum,229493.03,64475.19,2,689.6,1959490.83,892214.75,465788.58,108443.45,34932.84,1313564.36,2,3,3,2,3
IND86574,"Carlos Anderson",54,3316,22-08-1999,"Stephen Payne",Asian,"Web Designer I",High,Platinum,181040.17,44591.61,1,6249.78,1164820.92,1128622.56,626097.18,225394.99,7572.96,580150.86,2,2,3,2,4
IND25843,"Carolyn Snyder",67,11279,03-06-2013,"Joe Price",European,"Nuclear Power Engineer",High,Jade,182458.47,4511.56,2,2241.62,548946.16,351614.29,188072.76,134676.45,14156.86,1340059.22,2,2,3,1,8
IND15764,"Jennifer Fields",71,13846,27-10-2019,"Joshua Bennett",Asian,"Office Assistant III",High,Jade,291240.72,23770.26,2,3655.52,1016372.58,426063.72,119297.84,159518.26,46176.4,1468523.42,1,2,3,2,9
IND70765,"Victor Carter",48,43328,08-03-2006,"Dennis Morris",American,"Office Assistant III",Mid,Gold,49043.13,4382.85,1,4305.68,617980.37,949361.04,718435.38,136844.84,6145.36,139564.53,2,2,4,2,10
IND88371,"Jose Stanley",73,14100,23-05-2021,"Mark Montgomery",European,"Community Outreach Specialist",High,Platinum,75068.87,29197.56,1,5644.76,498253.45,75457.28,16285.74,43700.08,46587.82,1406014,2,1,4,1,11
IND28842,"Frank Nelson",71,19003,29-08-2020,"Roy Rice",Australian,"Computer Systems Analyst III",High,Gold,161766.54,31767.39,2,3231.45,1212157.09,1863378.06,815227.9,543041.61,19827.76,1344797.9,2,3,3,2,12
IND90911,"Chris White",31,11394,19-02-2000,"Dennis Morris",American,"Environmental Specialist",High,Silver,92005.32,32561.76,1,1654.39,637776.81,321318.75,357020.84,105321.15,20584.97,578961.56,0,2,1,2,13
IND52021,"Joseph Nichols",63,42732,02-09-2020,"Roy Rice",Asian,"Programmer Analyst III",Mid,Gold,115626.26,58417.06,2,5614.88,187115.25,807585.35,741208.47,306661.18,24320.83,1336128.26,0,3,2,2,14
IND71090,"Mary Martinez",18,7217,22-06-2021,"Jerry Green",Asian,"Environmental Specialist",Low,Jade,71411.33,4823.01,3,180.55,325297.05,245247.34,103548.88,168948.17,335.83,395131.85,1,1,3,2,15
IND60722,"Larry Bowman",76,33141,17-04-2019,"Joe Hanson",European,"Marketing Manager",High,Platinum,198017.13,15203.16,1,2452.5,1069184.1,407035.7,140481.35,199951.79,33131.11,867514.93,3,2,4,1,1
IND77027,"Laura Burton",28,42731,06-06-2001,"Benjamin Kim",European,"Research Assistant II",Mid,Silver,70495.44,11339.19,1,1975.41,216251.88,342290.02,307283.09,86583.82,16865.32,176758.72,2,1,1,1,2
IND45186,"Gregory Price",49,41911,16-09-2018,"Victor Martinez",European,"Systems Administrator I",High,Silver,96190.36,29582.24,1,661.74,684939.18,605732.45,291648.96,209987.25,23267.91,195103.9,3,1,1,2,3
IND84015,"Kelly GoPKRalez",76,1178,30-01-2004,"Anthony Torres",European,"Accounting Assistant IV",Mid,Silver,234323.74,51258.31,1,5762.91,1467976.67,650421.08,207866.53,518191.15,3080.31,908973.2,3,3,1,2,4
IND66550,"Patricia George",78,868,12-02-1996,"Joshua Bennett",Asian,"Software Consultant",Mid,Silver,91924.73,59506.26,1,5841.58,1344156.26,0,0,0,81434.11,1195526.28,0,4,2,2,5
IND35051,"Ronald Ryan",66,41342,12-03-1996,"Jerry Green",European,"Analyst Programmer",Low,Silver,31557.79,24787.62,1,1470.69,316354.32,162241.38,141592.48,105840.38,8162.06,70239.77,0,1,2,1,6
IND91538,"Shawn Hill",35,4581,14-03-2004,"Victor Ramos",European,"Budget/Accounting Analyst I",High,Jade,473184.82,23686.46,2,2894.9,1595011.28,165852.29,98003.63,62270,6270.5,412057.18,2,4,3,2,7
IND30644,"Chris Hill",46,31647,27-05-2008,"Chris Armstrong",American,"Programmer Analyst I",High,Silver,202980.69,24450.97,1,2407.49,734192.11,811487.49,811487.49,205126,1680.18,1592898.72,0,4,3,2,8
IND78937,"Andrew Martinez",63,34753,06-04-2020,"Bobby Burton",Asian,"Accountant III",Mid,Silver,84601.66,6177.33,1,3009.05,429537.23,895244.83,407451.17,178073.38,4299.61,258774.75,1,1,3,2,9
IND25670,"Johnny Watkins",29,8353,28-11-2005,"Dennis Morris",European,"Account Representative IV",Low,Silver,59708.25,56647.5,2,4592.3,404115.08,2345848.66,567296.74,589221.99,46247.69,2494142.89,2,3,3,2,10
IND58212,"Alan Wheeler",59,38504,03-06-2015,"Joshua Bennett",Asian,"Research Nurse",Mid,Jade,162559.04,31014,1,5916.8,739928.32,106405.89,32586.8,30186.02,29937.28,364451.84,1,1,3,2,11
IND74531,"Edward Mitchell",37,5746,21-02-2021,"Shawn Cook",European,"Safety Technician III",Mid,Silver,216722.12,35115.8,1,7380.73,0,1626699.65,489147.45,667856.9,21932.98,1678425.39,0,5,3,2,12
IND49953,"Harry Smith",53,25812,03-01-1999,"Anthony Simpson",Asian,"Computer Systems Analyst IV",High,Jade,428363.55,46266.3,2,2560.73,825031.4,254964.46,112721.13,127643.26,55129.55,1196463.06,3,4,3,2,13
IND88814,"Aaron Edwards",48,2363,17-04-2000,"Ernest Rivera",Asian,Pharmacist,High,Jade,195942.17,55171.6,2,7708.61,1747294.72,921893.17,417836.47,284659.39,112205.36,195747.47,0,4,4,2,14
IND49516,"Kenneth Riley",50,35647,04-08-2020,"Joe Price",European,"Web Developer IV",High,Gold,100945.48,33938.46,2,4280.74,1488351,958002.59,271132.81,271735.33,27191.1,716923.99,2,2,4,2,15
IND17543,"Kevin Ellis",82,899,08-07-2015,"Anthony Simpson",European,"Computer Systems Analyst II",High,Platinum,266108.68,8389.02,1,557.04,602721.03,39035.57,41037.39,4864.43,19652.37,424460.04,3,2,1,1,16
IND54739,"Sean Chavez",24,4701,25-01-2001,"Bruce Porter",Asian,"Marketing Manager",High,Jade,136517.33,16272.62,1,4758.85,833335.07,65946.87,34407.06,52604.57,53509.64,345459.28,2,4,2,1,17
IND70122,"Bobby Wright",47,10011,25-05-2019,"Jeremy Vasquez",European,"Associate Professor",Mid,Platinum,138181.23,25128,2,505.78,171992.93,946880.85,514447.07,231128.4,52983.77,1465894.64,1,2,3,1,18
IND53005,"Janet Nguyen",60,17118,02-12-1996,"Chris Armstrong",Asian,"Engineer IV",High,Silver,82561.55,18069.64,2,1565.98,90144.59,76544.84,126073.86,20411.96,9492.09,330864.37,0,1,4,2,19
IND99246,"Richard Gomez",43,10714,10-10-2015,"Nicholas Cunningham",American,"Executive Secretary",Mid,Platinum,235695.74,19555.95,1,7227.13,77362.79,981482.26,654321.51,592273.78,14202.1,871087.37,2,4,1,1,20
IND79699,"Ernest Long",44,36679,27-09-2012,"Phillip Peters",Asian,"Programmer Analyst II",High,Jade,59762.85,4970.89,2,1420.68,256985.09,126048.49,84032.32,17286.65,8019.07,465859.42,0,1,1,2,21
IND81435,"Roger Spencer",80,870,16-11-2009,"Bruce Butler",European,"Community Outreach Specialist",High,Jade,329678.7,43425.69,1,3289.29,757623.3,316130.58,351822.74,172291.16,39091.9,176177.31,3,3,1,1,22
IND44710,"Paul Boyd",40,11856,28-06-2018,"Victor Martinez",European,"Budget/Accounting Analyst II",Low,Platinum,73487.4,42877.11,1,3080.59,369800.94,322387.4,150794.11,284272.89,16929.27,93946.8,1,2,2,2,1
IND69069,"Donald Butler",21,5292,15-03-2018,"Gregory Simmons",American,"Help Desk Technician",High,Gold,102452.22,15198.68,1,28.01,214464.31,307762.4,138868.4,234087.09,19838.82,285724.57,2,1,2,1,2
IND94927,"Betty Rose",28,40673,15-03-2002,"Stephen Payne",European,"Social Worker",Low,Platinum,26171.5,9578.4,1,2609.83,676530.61,368643.58,215695.71,213538.75,30805.4,521730.82,1,1,3,2,3
IND21170,"Phyllis Lawrence",50,36544,30-05-2003,"Nicholas Cunningham",Asian,"Statistician IV",High,Gold,202295.22,26062.22,2,4071.5,214711.06,404575.54,296207.09,37062.01,46494.91,1263947.73,2,2,3,1,4
IND28755,"Eugene Robinson",43,32919,24-12-2020,"Chris Armstrong",Asian,"Engineer I",High,Jade,98325.12,42326.4,1,1172.81,821532.6,360444.89,188804.47,153789.82,4659.48,1272622.18,3,2,3,1,8
IND29416,"Sharon Cook",85,2381,23-08-2005,"Frank Brown",European,"Internal Auditor",High,Platinum,66889.57,5156.8,2,324.06,422696.49,173410.99,63443.05,94741.62,23387.19,84366.59,1,1,3,2,9
IND61034,"Thomas Jenkins",46,9519,25-04-1995,"Jeremy Vasquez",European,"Account Representative III",Mid,Jade,258230.37,10956.92,1,466.93,1294321.35,1120446.35,330491.37,437538.33,62722.69,2502530.26,0,3,3,2,10
IND78545,"Marilyn Flores",74,291,14-08-2000,"Benjamin Kim",American,"Assistant Professor",Mid,Gold,160452.71,20490.24,2,7265.87,1207473.72,243863.04,188703.54,108722.27,27445.99,1886543.9,1,5,3,1,11
IND98856,"Lisa Owens",32,21238,20-07-2020,"Roger Alexander",Australian,"Account Executive",Mid,Jade,88492.45,32749.86,3,6858.09,649790.67,593455.89,293467.2,448352.67,26095.09,1582188.92,2,3,3,1,12
IND76287,"Christine Stephens",26,19265,27-02-2016,"Dennis Morris",Australian,"VP Marketing",High,Silver,201968.19,61581.24,1,5404.02,1368188.09,1234416.49,840453.78,496393.01,37952.12,1668971.99,2,3,4,2,13
IND45303,"Michael Ortiz",40,24187,01-04-2016,"Frank Brown",European,"Assistant Professor",High,Silver,186416.57,10340.47,1,2210.54,50845.04,661637.72,393281.16,54134,54999.96,1705043.1,1,2,4,1,14
IND35316,"Harry Holmes",37,31390,06-11-2005,"Dennis Morris",Asian,"Office Assistant I",Low,Gold,90677.95,2017.4,2,1445.71,66006.57,369235.45,221541.27,115318.06,3017.44,442531.9,2,1,1,2,15
IND84401,"Steve Dean",45,17062,23-03-2004,"Jonathan Hawkins",Australian,Librarian,High,Gold,82847.03,10579.84,3,5702.53,878032.06,1193658.09,716194.85,226244.12,14165.63,1420808.9,1,2,2,1,1
IND49213,"Ryan Sanchez",20,35489,21-07-1996,"Joshua Little",Asian,"Staff Accountant II",High,Jade,201867.47,11760,2,1309.11,1286811.44,465096.93,313845.89,52068.17,37946.98,1169189.59,0,2,3,2,2
IND97338,"Barbara Duncan",37,18640,26-08-2007,"Phillip Peters",Asian,"Speech Pathologist",High,Gold,27107.94,20852.16,1,567.38,132835.35,173962.47,100715.11,101356.03,24574.68,196701.15,0,1,4,1,3
IND76090,"Martin Morrison",57,16232,27-09-2020,"Joshua Little",Asian,"Speech Pathologist",High,Jade,117682.74,34088.67,1,395.48,594429.73,2311699.75,1208049.55,297538.13,61770.46,1528636.54,2,2,1,1,4
IND92942,"Evelyn Murray",44,38658,11-06-2018,"Jerry Green",European,"Dental Hygienist",High,Jade,145534.93,18154.2,2,3260.57,1153058.2,2031820.31,654884.23,1218924.27,683.47,570962.89,2,3,1,1,5
